,Postcode Code,Postcode Name,Local Government Area,PHU,LHD,state_name
1673,2421,Webbers Creek,Dungog,Newcastle,Hunter New England,New South Wales
1674,2422,Upper Bowman,Mid-Coast,Newcastle,Hunter New England,New South Wales
1675,2422,Baxters Ridge,Mid-Coast,Newcastle,Hunter New England,New South Wales
1676,2422,Gloucester Tops,Mid-Coast,Newcastle,Hunter New England,New South Wales
1677,2422,Faulkland,Mid-Coast,Newcastle,Hunter New England,New South Wales
1678,2422,Bowman,Mid-Coast,Newcastle,Hunter New England,New South Wales
1679,2422,Callaghans Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1680,2422,Curricabark,Mid-Coast,Newcastle,Hunter New England,New South Wales
1681,2422,Dewitt,Mid-Coast,Newcastle,Hunter New England,New South Wales
1682,2422,Rookhurst,Mid-Coast,Newcastle,Hunter New England,New South Wales
1683,2422,Forbesdale,Mid-Coast,Newcastle,Hunter New England,New South Wales
1684,2422,Wards River,Mid-Coast,Newcastle,Hunter New England,New South Wales
1685,2422,Bundook,Mid-Coast,Newcastle,Hunter New England,New South Wales
1686,2422,Titaatee Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1687,2422,Giro,Mid-Coast,Newcastle,Hunter New England,New South Wales
1688,2422,Craven,Mid-Coast,Newcastle,Hunter New England,New South Wales
1689,2422,Gloucester,Mid-Coast,Newcastle,Hunter New England,New South Wales
1690,2422,Gangat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1691,2422,Rawdon Vale,Mid-Coast,Newcastle,Hunter New England,New South Wales
1692,2422,Cobark,Mid-Coast,Newcastle,Hunter New England,New South Wales
1693,2422,Stratford,Mid-Coast,Newcastle,Hunter New England,New South Wales
1694,2422,Bulliac,Mid-Coast,Newcastle,Hunter New England,New South Wales
1695,2422,Barrington,Mid-Coast,Newcastle,Hunter New England,New South Wales
1696,2422,Belbora,Mid-Coast,Newcastle,Hunter New England,New South Wales
1697,2422,Copeland,Mid-Coast,Newcastle,Hunter New England,New South Wales
1698,2422,Mograni,Mid-Coast,Newcastle,Hunter New England,New South Wales
1699,2422,Bindera,Mid-Coast,Newcastle,Hunter New England,New South Wales
1700,2422,Woko,Mid-Coast,Newcastle,Hunter New England,New South Wales
1701,2422,Bakers Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1702,2422,Mares Run,Mid-Coast,Newcastle,Hunter New England,New South Wales
1703,2422,Moppy,Mid-Coast,Newcastle,Hunter New England,New South Wales
1704,2422,Wallanbah,Mid-Coast,Newcastle,Hunter New England,New South Wales
1705,2422,Mernot,Mid-Coast,Newcastle,Hunter New England,New South Wales
1706,2422,Berrico,Mid-Coast,Newcastle,Hunter New England,New South Wales
1707,2422,Tibbuc,Mid-Coast,Newcastle,Hunter New England,New South Wales
1708,2422,Waukivory,Mid-Coast,Newcastle,Hunter New England,New South Wales
1709,2422,Kia Ora,Mid-Coast,Newcastle,Hunter New England,New South Wales
1710,2422,Back Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1711,2422,Glen Ward,Mid-Coast,Newcastle,Hunter New England,New South Wales
1712,2422,Invergordon,Mid-Coast,Newcastle,Hunter New England,New South Wales
1713,2422,Tugrabakh,Mid-Coast,Newcastle,Hunter New England,New South Wales
1714,2422,Craven Plateau,Mid-Coast,Newcastle,Hunter New England,New South Wales
1715,2422,Bretti,Mid-Coast,Newcastle,Hunter New England,New South Wales
1716,2422,Terreel,Mid-Coast,Newcastle,Hunter New England,New South Wales
1717,2422,Coneac,Mid-Coast,Newcastle,Hunter New England,New South Wales
1718,2422,Barrington Tops,Mid-Coast,Newcastle,Hunter New England,New South Wales
1719,2422,Bowman Farm,Mid-Coast,Newcastle,Hunter New England,New South Wales
1720,2423,Bombah Point,Mid-Coast,Newcastle,Hunter New England,New South Wales
1721,2423,Warranulla,Mid-Coast,Newcastle,Hunter New England,New South Wales
1722,2423,Nerong,Mid-Coast,Newcastle,Hunter New England,New South Wales
1723,2423,Coolongolook,Mid-Coast,Newcastle,Hunter New England,New South Wales
1724,2423,Myall Lake,Mid-Coast,Newcastle,Hunter New England,New South Wales
1725,2423,Willina,Mid-Coast,Newcastle,Hunter New England,New South Wales
1726,2423,Seal Rocks,Mid-Coast,Newcastle,Hunter New England,New South Wales
1727,2423,Mungo Brush,Mid-Coast,Newcastle,Hunter New England,New South Wales
1728,2423,Yagon,Mid-Coast,Newcastle,Hunter New England,New South Wales
1729,2423,Markwell,Mid-Coast,Newcastle,Hunter New England,New South Wales
1730,2423,Upper Myall,Mid-Coast,Newcastle,Hunter New England,New South Wales
1731,2423,Topi Topi,Mid-Coast,Newcastle,Hunter New England,New South Wales
1732,2423,Boolambayte,Mid-Coast,Newcastle,Hunter New England,New South Wales
1733,2423,Wootton,Mid-Coast,Newcastle,Hunter New England,New South Wales
1734,2423,Mayers Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1735,2423,Wang Wauk,Mid-Coast,Newcastle,Hunter New England,New South Wales
1736,2423,Violet Hill,Mid-Coast,Newcastle,Hunter New England,New South Wales
1737,2423,Crawford River,Mid-Coast,Newcastle,Hunter New England,New South Wales
1738,2423,Bungwahl,Mid-Coast,Newcastle,Hunter New England,New South Wales
1739,2423,Bulahdelah,Mid-Coast,Newcastle,Hunter New England,New South Wales
1740,2424,Knorrit Forest,Mid-Coast,Newcastle,Hunter New England,New South Wales
1741,2424,Number One,Mid-Coast,Newcastle,Hunter New England,New South Wales
1742,2424,Cooplacurripa,Mid-Coast,Newcastle,Hunter New England,New South Wales
1743,2424,Caffreys Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1744,2424,Tiri,Mid-Coast,Newcastle,Hunter New England,New South Wales
1745,2424,Cells River,Mid-Coast,Newcastle,Hunter New England,New South Wales
1746,2424,Mount George,Mid-Coast,Newcastle,Hunter New England,New South Wales
1747,2424,Knorrit Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1748,2424,Cundle Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1749,2425,Allworth,Mid-Coast,Newcastle,Hunter New England,New South Wales
1750,2425,Washpool,Mid-Coast,Newcastle,Hunter New England,New South Wales
1751,2425,Stroud,Mid-Coast,Newcastle,Hunter New England,New South Wales
1752,2425,The Branch,Mid-Coast,Newcastle,Hunter New England,New South Wales
1753,2425,Girvan,Mid-Coast,Newcastle,Hunter New England,New South Wales
1754,2425,Booral,Mid-Coast,Newcastle,Hunter New England,New South Wales
1755,2426,Langley Vale,Mid-Coast,Newcastle,Hunter New England,New South Wales
1756,2426,Coopernook,Mid-Coast,Newcastle,Hunter New England,New South Wales
1757,2426,Moto,Mid-Coast,Newcastle,Hunter New England,New South Wales
1758,2427,Harrington,Mid-Coast,Newcastle,Hunter New England,New South Wales
1759,2427,Crowdy Head,Mid-Coast,Newcastle,Hunter New England,New South Wales
1760,2428,Forster Shopping Village,Mid-Coast,Newcastle,Hunter New England,New South Wales
1761,2428,Boomerang Beach,Mid-Coast,Newcastle,Hunter New England,New South Wales
1762,2428,Wallis Lake,Mid-Coast,Newcastle,Hunter New England,New South Wales
1763,2428,Pacific Palms,Mid-Coast,Newcastle,Hunter New England,New South Wales
1764,2428,Sandbar,Mid-Coast,Newcastle,Hunter New England,New South Wales
1765,2428,Tarbuck Bay,Mid-Coast,Newcastle,Hunter New England,New South Wales
1766,2428,Charlotte Bay,Mid-Coast,Newcastle,Hunter New England,New South Wales
1767,2428,Wallingat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1768,2428,Tuncurry,Mid-Coast,Newcastle,Hunter New England,New South Wales
1769,2428,Green Point,Mid-Coast,Newcastle,Hunter New England,New South Wales
1770,2428,Darawank,Mid-Coast,Newcastle,Hunter New England,New South Wales
1771,2428,Forster,Mid-Coast,Newcastle,Hunter New England,New South Wales
1772,2428,Tiona,Mid-Coast,Newcastle,Hunter New England,New South Wales
1773,2428,Booti Booti,Mid-Coast,Newcastle,Hunter New England,New South Wales
1774,2428,Smiths Lake,Mid-Coast,Newcastle,Hunter New England,New South Wales
1775,2428,Blueys Beach,Mid-Coast,Newcastle,Hunter New England,New South Wales
1776,2428,Elizabeth Beach,Mid-Coast,Newcastle,Hunter New England,New South Wales
1777,2428,Coomba Park,Mid-Coast,Newcastle,Hunter New England,New South Wales
1778,2428,Coomba Bay,Mid-Coast,Newcastle,Hunter New England,New South Wales
1779,2428,Whoota,Mid-Coast,Newcastle,Hunter New England,New South Wales
1780,2428,Shallow Bay,Mid-Coast,Newcastle,Hunter New England,New South Wales
1781,2429,Mooral Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1782,2429,Strathcedar,Mid-Coast,Newcastle,Hunter New England,New South Wales
1783,2429,Bunyah,Mid-Coast,Newcastle,Hunter New England,New South Wales
1784,2429,The Bight,Mid-Coast,Newcastle,Hunter New England,New South Wales
1785,2429,Warriwillah,Mid-Coast,Newcastle,Hunter New England,New South Wales
1786,2429,Tipperary,Mid-Coast,Newcastle,Hunter New England,New South Wales
1787,2429,Kippaxs,Mid-Coast,Newcastle,Hunter New England,New South Wales
1788,2429,Marlee,Mid-Coast,Newcastle,Hunter New England,New South Wales
1789,2429,Boorganna,Mid-Coast,Newcastle,Hunter New England,New South Wales
1790,2429,Firefly,Mid-Coast,Newcastle,Hunter New England,New South Wales
1791,2429,Dingo Forest,Mid-Coast,Newcastle,Hunter New England,New South Wales
1792,2429,Dollys Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1793,2429,Karaak Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1794,2429,Caparra,Mid-Coast,Newcastle,Hunter New England,New South Wales
1795,2429,Bulga Forest,Mid-Coast,Newcastle,Hunter New England,New South Wales
1796,2429,Khatambuhl,Mid-Coast,Newcastle,Hunter New England,New South Wales
1797,2429,Kundibakh,Mid-Coast,Newcastle,Hunter New England,New South Wales
1798,2429,Elands,Mid-Coast,Newcastle,Hunter New England,New South Wales
1799,2429,Bobin,Mid-Coast,Newcastle,Hunter New England,New South Wales
1800,2429,Kimbriki,Mid-Coast,Newcastle,Hunter New England,New South Wales
1801,2429,Cedar Party,Mid-Coast,Newcastle,Hunter New England,New South Wales
1802,2429,Bucca Wauka,Mid-Coast,Newcastle,Hunter New England,New South Wales
1803,2429,Burrell Creek,Mid-Coast,Newcastle,Hunter New England,New South Wales
1804,2429,Krambach,Mid-Coast,Newcastle,Hunter New England,New South Wales
1805,2429,Wherrol Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1806,2429,Yarratt Forest,Mid-Coast,Newcastle,Hunter New England,New South Wales
1807,2429,Killawarra,Mid-Coast,Newcastle,Hunter New England,New South Wales
1808,2429,Killabakh,Mid-Coast,Newcastle,Hunter New England,New South Wales
1809,2429,Wingham,Mid-Coast,Newcastle,Hunter New England,New South Wales
1810,2429,Innes View,Mid-Coast,Newcastle,Hunter New England,New South Wales
1811,2429,Comboyne,Mid-Coast,Newcastle,Hunter New England,New South Wales
1812,2429,Dyers Crossing,Mid-Coast,Newcastle,Hunter New England,New South Wales
1813,2430,Kolodong,Mid-Coast,Newcastle,Hunter New England,New South Wales
1814,2430,Tallwoods Village,Mid-Coast,Newcastle,Hunter New England,New South Wales
1815,2430,Failford,Mid-Coast,Newcastle,Hunter New England,New South Wales
1816,2430,Bootawa,Mid-Coast,Newcastle,Hunter New England,New South Wales
1817,2430,Upper Lansdowne,Mid-Coast,Newcastle,Hunter New England,New South Wales
1818,2430,Hillville,Mid-Coast,Newcastle,Hunter New England,New South Wales
1819,2430,Red Head,Mid-Coast,Newcastle,Hunter New England,New South Wales
1820,2430,Kiwarrak,Mid-Coast,Newcastle,Hunter New England,New South Wales
1821,2430,Jones Island,Mid-Coast,Newcastle,Hunter New England,New South Wales
1822,2430,Tinonee,Mid-Coast,Newcastle,Hunter New England,New South Wales
1823,2430,Wallabi Point,Mid-Coast,Newcastle,Hunter New England,New South Wales
1824,2430,Saltwater,Mid-Coast,Newcastle,Hunter New England,New South Wales
1825,2430,Manning Point,Mid-Coast,Newcastle,Hunter New England,New South Wales
1826,2430,Pampoolah,Mid-Coast,Newcastle,Hunter New England,New South Wales
1827,2430,Mondrook,Mid-Coast,Newcastle,Hunter New England,New South Wales
1828,2430,Taree South,Mid-Coast,Newcastle,Hunter New England,New South Wales
1829,2430,Melinga,Mid-Coast,Newcastle,Hunter New England,New South Wales
1830,2430,Croki,Mid-Coast,Newcastle,Hunter New England,New South Wales
1831,2430,Diamond Beach,Mid-Coast,Newcastle,Hunter New England,New South Wales
1832,2430,Possum Brush,Mid-Coast,Newcastle,Hunter New England,New South Wales
1833,2430,Lansdowne Forest,Mid-Coast,Newcastle,Hunter New England,New South Wales
1834,2430,Purfleet,Mid-Coast,Newcastle,Hunter New England,New South Wales
1835,2430,Cundletown,Mid-Coast,Newcastle,Hunter New England,New South Wales
1836,2430,Bohnock,Mid-Coast,Newcastle,Hunter New England,New South Wales
1837,2430,Rainbow Flat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1838,2430,Taree,Mid-Coast,Newcastle,Hunter New England,New South Wales
1839,2430,Brimbin,Mid-Coast,Newcastle,Hunter New England,New South Wales
1840,2430,Cabbage Tree Island,Mid-Coast,Newcastle,Hunter New England,New South Wales
1841,2430,Koorainghat,Mid-Coast,Newcastle,Hunter New England,New South Wales
1842,2430,Kundle Kundle,Mid-Coast,Newcastle,Hunter New England,New South Wales
1843,2430,Black Head,Mid-Coast,Newcastle,Hunter New England,New South Wales
1844,2430,Oxley Island,Mid-Coast,Newcastle,Hunter New England,New South Wales
1845,2430,Dumaresq Island,Mid-Coast,Newcastle,Hunter New England,New South Wales
1846,2430,Chatham,Mid-Coast,Newcastle,Hunter New England,New South Wales
1847,2430,Old Bar,Mid-Coast,Newcastle,Hunter New England,New South Wales
1848,2430,Lansdowne,Mid-Coast,Newcastle,Hunter New England,New South Wales
1849,2430,Mitchells Island,Mid-Coast,Newcastle,Hunter New England,New South Wales
1850,2430,Hallidays Point,Mid-Coast,Newcastle,Hunter New England,New South Wales
1851,2430,Glenthorne,Mid-Coast,Newcastle,Hunter New England,New South Wales
1852,2430,Ghinni Ghinni,Mid-Coast,Newcastle,Hunter New England,New South Wales
1853,2431,Arakoon,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1854,2431,South West Rocks,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1855,2431,Jerseyville,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1856,2439,Lorne,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1857,2439,Black Creek,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1858,2439,Rossglen,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1859,2439,Batar Creek,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1860,2439,Upsalls Creek,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1861,2439,Kew,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1862,2439,Logans Crossing,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1863,2439,Kendall,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1864,2439,Swans Crossing,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1865,2439,Kerewong,Port Macquarie-Hastings,Port Macquarie,Mid North Coast,New South Wales
1866,2440,Deep Creek,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1867,2440,Euroka,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1868,2440,Hat Head,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1869,2440,Austral Eden,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1870,2440,Hickeys Creek,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1871,2440,Millbank,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1872,2440,Gladstone,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1873,2440,Clybucca,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1874,2440,Pola Creek,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1875,2440,Seven Oaks,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1876,2440,Smithtown,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1877,2440,Turners Flat,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1878,2440,Crescent Head,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1879,2440,Carrai,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1880,2440,Collombatti,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1881,2440,Burnt Bridge,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1882,2440,Summer Island,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1883,2440,Bellbrook,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1884,2440,Mungay Creek,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1885,2440,Corangula,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1886,2440,Verges Creek,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1887,2440,Mooneba,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1888,2440,Aldavilla,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1889,2440,Bellimbopinni,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1890,2440,Kempsey,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1891,2440,West Kempsey,Kempsey,Port Macquarie,Mid North Coast,New South Wales
1892,2440,Yarravel,Kempsey,Port Macquarie,Mid North Coast,New South Wales
